证券代码,证券简称,营收区域结构
002504.SZ,弘高创意,华北:50.48%;华东:12.99%;东北:10.48%;华南:9.76%;西北:7.71%;华中:5.53%;西南:2.64%;其他:0.43%
002505.SZ,大康农业,国外:83.9%;内销:16.1%
002506.SZ,协鑫集成,境外:67.2%;境内:32.8%
002507.SZ,涪陵榨菜,华南销售大区:27.87%;华东销售大区:14.45%;华中销售大区:12.43%;华北销售大区:11.96%;西南销售大区:10.93%;西北销售大区:8.91%;中原销售大区:8.63%;东北销售大区:3.92%;出口:0.78%;其他业务(地区):0.15%
002508.SZ,老板电器,华东地区:42.47%;华南地区:14.3%;华北地区:11.67%;华中地区:10.42%;西南地区:7.96%;东北地区:5.37%;西北地区:5.03%;其他业务(地区):2.21%;国外:0.56%
002510.SZ,天汽模,境内:81.46%;境外:18.54%
002511.SZ,中顺洁柔,境内:97.98%;国外:2.02%
002512.SZ,达华智能,国内销售:96.18%;国外销售:3.75%;其他业务(地区):0.07%
002513.SZ,*ST蓝丰,国外:55.97%;国内:44.03%
002514.SZ,宝馨科技,国内:69.42%;国外:30.58%
002515.SZ,金字火腿,国内:98.99%;国外:1.01%
002516.SZ,旷达科技,国内:99.41%;出口:0.59%
002517.SZ,恺英网络,境内:92.97%;境外:7.03%
002518.SZ,科士达,境内:57.94%;境外:40.91%;其他业务(地区):1.15%
002519.SZ,银河电子,国内:91.05%;国外:4.86%;其他业务(地区):4.09%
002520.SZ,日发精机,国外:74.79%;国内:23.97%;其他业务(地区):1.24%
002521.SZ,齐峰新材,国内销售:93.16%;国外:6.84%
002522.SZ,浙江众成,国内:62%;国外:36.63%;其他业务(地区):1.37%
002523.SZ,天桥起重,华中、华南:45.15%;华东、华北:36.94%;西部地区:16.15%;东北:1.76%;国外:0.01%
002524.SZ,光正眼科,华东地区:54.12%;西北地区:34.65%;西南地区:8.1%;华中地区:3.12%
002526.SZ,山东矿机,中国大陆:97.29%;出口:2.71%
002527.SZ,新时达,国内:94.05%;国外:5.95%
002528.SZ,英飞拓,华北地区:40.52%;出口销售:28.18%;华东地区:22.01%;华南地区:8.14%;西北地区:0.67%;西南地区:0.48%
002529.SZ,*ST海源,国内:93.32%;国外:6.68%
002530.SZ,金财互联,华东:42.29%;华南:33.98%;华北:11.07%;海外:5.42%;西南:4.06%;华中:1.12%;西北:1.09%;东北:0.97%
002531.SZ,天顺风能,国内:63.1%;出口:34.48%;其他业务(地区):2.43%
002532.SZ,天山铝业,国内:60.18%;国外:39.82%
002533.SZ,金杯电工,湖南省内:50.16%;湖南省外:49.84%
002534.SZ,杭锅股份,内销:88.57%;外销:11.43%
002535.SZ,*ST林重,华北地区:25.93%;西北地区:24.87%;华中地区:21.48%;东北地区:10.69%;华东地区:9.27%;西南地区:5.06%;其他业务(地区):2.58%;华南:0.12%
002536.SZ,飞龙股份,国内:55.16%;国外直接销售:35.95%;国外间接销售:8.48%;其他业务(地区):0.41%
002537.SZ,海联金汇,国内:96.52%;其他业务(地区):2.12%;国外(含国内保税区):1.36%
002538.SZ,司尔特,中国大陆:89.92%;国外市场:6.22%;其他业务(地区):3.86%
002539.SZ,云图控股,华中地区:49.08%;西南地区:13.2%;华东地区:12.83%;华南地区:12.17%;其他地区:7.83%;其他业务(地区):4.89%
002540.SZ,亚太科技,国内:85.29%;出口:9.61%;其他业务(地区):5.1%
002541.SZ,鸿路钢构,国内:99.68%;国外:0.32%
002542.SZ,中化岩土,华东:27.96%;中南:21.15%;西南:18.22%;华北:12.36%;国外:11.36%;西北:6.72%;东北:2.24%
002543.SZ,万和电气,国内:64.89%;出口:33.64%;其他业务(地区):1.47%
002544.SZ,杰赛科技,华北:24.54%;华南:21.37%;华东:17.05%;西南:13.22%;华中:9.5%;西北:8%;境外:3.55%;东北:2.77%
002545.SZ,东方铁塔,国内:75.24%;国外:24.76%
002546.SZ,新联电子,华东:57.44%;华南:9.2%;华中:9.04%;华北:9.01%;西南:8.47%;西北:6.82%;东北:0.02%
002547.SZ,春兴精工,国内销售:72.58%;国外销售:27.42%
002548.SZ,金新农,华南地区:29.82%;华东地区:27.95%;华中地区:21.4%;东北地区:14.81%;西南地区:4.64%;华北地区:0.92%;西北地区:0.45%
002549.SZ,凯美特气,广东:27.06%;安徽:17.04%;湖南:15.71%;海南:15.59%;福建:10.9%;其他地区:8.42%;湖北:4.99%;其他业务(地区):0.29%
002550.SZ,千红制药,国内:60.58%;出口:39.42%
002551.SZ,尚荣医疗,国外销售:62.91%;中国大陆:35.59%;其他业务(地区):1.5%
002552.SZ,宝鼎科技,国内:93.91%;国外:6.09%
002553.SZ,南方轴承,境内:64.62%;国外:34.34%;其他业务(地区):1.04%
002554.SZ,惠博普,海外:60.49%;华北:16.97%;东北:6.88%;华东:5.03%;西北:3.95%;华中:2.76%;中南:1.73%;华南:1.26%;西南:0.95%
002555.SZ,三七互娱,中国大陆:92.07%;境外:7.93%
002556.SZ,辉隆股份,内销:93.24%;外销:6.76%
002557.SZ,洽洽食品,南方区:37.08%;东方区:25.91%;北方区:19.26%;电商:10.01%;海外:6.65%;其他业务(地区):1.1%
002558.SZ,巨人网络,境内(客源):99.9%;境外(客源):0.1%
002559.SZ,亚威股份,国内:84.53%;国外:15.47%
002560.SZ,通达股份,出口:24.39%;华中:20.06%;西北:12.24%;华东:12%;华南:11.94%;西南:8.22%;华北:7.36%;东北:3.04%;其他业务(地区):0.75%
002561.SZ,徐家汇,上海:87.3%;其他业务(地区):12.7%
002562.SZ,兄弟科技,国内:54.51%;国外:44.88%;其他业务(地区):0.61%
002563.SZ,森马服饰,内销:84.33%;境外:15.67%
002564.SZ,天沃科技,国内销售:95.16%;国外:4.84%
002565.SZ,顺灏股份,华东地区:36.46%;华南地区:15.91%;西南地区:15.32%;海外地区:12.13%;华中地区:10.16%;其他业务(地区):5.78%;华北地区:3.4%;西北地区:0.64%;东北地区:0.19%
002566.SZ,益盛药业,华东:33.41%;中南:19.42%;华北:18.86%;东北:11.84%;西南:10.89%;西北:4.47%;其他业务(地区):0.56%;其他:0.55%
002567.SZ,唐人神,山东:39.59%;华中:29.81%;华北:9.96%;西南:8.96%;华南:7.13%;华东:4.46%;其他业务(地区):0.08%
002568.SZ,百润股份,华东地区:41.24%;华南地区:27.9%;华西区域:15.55%;华北地区:14.75%;其他业务(地区):0.55%
002569.SZ,ST步森,内销:90.96%;外销:9.04%
002570.SZ,贝因美,中国大陆:100%
002571.SZ,德力股份,华东:35.78%;华南:22.35%;华北:21.22%;国外:19.93%;其他业务(地区):0.71%
002572.SZ,索菲亚,华东:23.9%;华南:22.41%;华北:21.27%;西南:12.01%;华中:8.77%;西北:5.44%;东北:5.23%;其他业务(地区):0.54%;出口:0.42%
002573.SZ,清新环境,华北:40.53%;华东:31.64%;西北:18.23%;华中:6.19%;西南:1.33%;华南:1.13%;东北:0.95%
002574.SZ,明牌珠宝,内销:100%
002575.SZ,*ST群兴,国内:100%
002576.SZ,通达动力,华东:70.49%;外贸:14.38%;华北:10.48%;中南:3.82%;西北:0.77%;东北:0.04%;西南:0.02%
002577.SZ,雷柏科技,国内:79.99%;国外:20.01%
002578.SZ,闽发铝业,国内:87.19%;国外:11.62%;其他业务(地区):1.19%
002579.SZ,中京电子,内销:72.77%;出口:25.76%;其他业务(地区):1.47%
002580.SZ,圣阳股份,内销:74.23%;出口:25.77%
002581.SZ,未名医药,中国大陆:100%
002582.SZ,好想你,B2C:64.67%;入仓:21.74%;其他:6.87%;华中:6.72%
002583.SZ,海能达,海外:54.14%;国内:45.35%;其他业务(地区):0.51%
002584.SZ,西陇科学,华南地区:81.69%;华东地区:33.26%;国内其他地区:5.3%;西南地区:4.41%;出口:0.01%;内部抵销:-24.68%
002585.SZ,双星新材,国内:78.83%;国外:20.61%;其他业务(地区):0.56%
002586.SZ,*ST围海,华东地区:89.08%;华南地区:10.92%
002587.SZ,奥拓电子,内销:72.01%;外销:27.99%
002588.SZ,史丹利,其他地区:33.54%;华东:28.97%;华中:16.84%;华北:11.15%;东北:9.42%;其他业务(地区):0.08%
002589.SZ,瑞康医药,山东:43.29%;北京市:5.55%;湖南省:5.01%;其他地区:4.57%;安徽省:4.3%;河南省:4.01%;辽宁省:3.85%;江苏省:3.4%;广东省:2.93%;云南省:2.84%;陕西省:2.71%;内蒙古自治区:2.39%;山西省:2.29%;黑龙江省:1.86%;甘肃省:1.79%;吉林省:1.77%;福建省:1.74%;浙江省:1.63%;湖北省:1.62%;江西省:1.34%;新疆自治区:1.1%
002590.SZ,万安科技,内销:88.21%;外销:10.59%;其他业务(地区):1.19%
002591.SZ,恒大高新,华中地区:62.69%;华东地区:14.44%;华北地区:8.88%;西北地区:8.36%;西南地区:3.86%;华南地区:1.19%;东北地区:0.58%
002592.SZ,ST八菱,境内:99.14%;国外:0.86%
002593.SZ,日上集团,国内:59.6%;国外:32.92%;其他业务(地区):7.48%
002594.SZ,比亚迪,中国(包括港澳台地区):84.72%;亚太(除中国):7.19%;其他:4.95%;美国:3.15%
002595.SZ,豪迈科技,外销:50.88%;内销:47.69%;其他业务(地区):1.43%
002596.SZ,海南瑞泽,海南省内:76.12%;海南省外:23.88%
002597.SZ,金禾实业,内销:74.97%;外销:25.03%
002598.SZ,山东章鼓,华东地区:40.41%;华北地区:24.59%;华中地区:9.11%;西北地区:7.08%;西南地区:6.33%;东北地区:5.58%;华南地区:3.49%;国外地区:1.75%;其他业务(地区):1.65%
002599.SZ,盛通股份,国内:99.72%;国外:0.28%
002600.SZ,领益智造,国内:50.25%;国外:49.75%
002601.SZ,龙蟒佰利,国内:55.22%;国外:42.49%;其他业务(地区):2.29%
002602.SZ,世纪华通,内销:60.28%;外销:39.72%
002603.SZ,以岭药业,国内:99.1%;国外:0.51%;其他业务(地区):0.39%
002605.SZ,姚记科技,国内销售:94.89%;国外销售:5.11%
002606.SZ,大连电瓷,国内:76.07%;国外:23.93%
002607.SZ,中公教育,华东:24.98%;东北:17.49%;华北:16.43%;西南:12.01%;西北:10.18%;华中:10.07%;华南:8.21%;其他业务(地区):0.62%
002608.SZ,江苏国信,江苏省内:96.42%;江苏省外:3.58%
002609.SZ,捷顺科技,国内:99.24%;国外:0.76%
002610.SZ,爱康科技,国外:60.1%;国内:39.9%
002611.SZ,东方精工,中国:75.16%;国外:24.84%
002612.SZ,朗姿股份,国外:25.69%;华北:21.78%;西南:16.5%;华东:13.08%;西北:11.43%;中南:6.41%;东北:5.11%
002613.SZ,北玻股份,出口:38.01%;华东地区:25.82%;华中地区:11.6%;华北地区:9.57%;华南地区:7.24%;西南地区:3.69%;西北地区:3.19%;东北地区:0.87%
002614.SZ,奥佳华,外销:75.46%;国内:22.22%;其他业务(地区):2.33%
002615.SZ,哈尔斯,国外:79.45%;国内:18.64%;其他业务(地区):1.91%
002616.SZ,长青集团,内销:70.76%;外销:29.24%
002617.SZ,露笑科技,内销:91.64%;外销:7.64%;其他业务(地区):0.72%
002618.SZ,丹邦科技,港澳台及海外:97.3%;其他业务(地区):1.45%;中国大陆:1.25%
002619.SZ,艾格拉斯,境内收入:86.35%;境外收入:13.65%
002620.SZ,瑞和股份,华南:37.68%;华东:28.17%;东北:13.34%;华中:6.02%;华北:5.97%;西北:4.54%;西南:4.29%
002621.SZ,美吉姆,国内:92.38%;出口:7.62%
002622.SZ,融钰集团,内销:100%
002623.SZ,亚玛顿,内销:80.21%;外销:18.01%;其他业务(地区):1.77%
002624.SZ,完美世界,国内:82.07%;国外:17.93%
002625.SZ,光启技术,国内:98.68%;其他业务(地区):1.14%;出口:0.18%
002626.SZ,金达威,国外:78.19%;国内:21.81%
002627.SZ,宜昌交运,华中地区:97.92%;其他业务(地区):2.08%
002628.SZ,成都路桥,四川省内:91.64%;四川省外:8.1%;其他业务(地区):0.26%
002629.SZ,ST仁智,西南地区:81.86%;其他地区:18.14%
002630.SZ,华西能源,国内地区:94.45%;国外:5.55%
002631.SZ,德尔未来,华东地区:33.55%;华中地区:13.8%;华南地区:13.55%;华北地区:10.74%;东北地区:9.1%;西北地区:7.66%;西南地区:7.4%;其他业务(地区):4.2%
002632.SZ,道明光学,内销:77.39%;外销:22.61%
002633.SZ,申科股份,国内:88.44%;其他业务(地区):8.52%;国外:3.04%
002634.SZ,棒杰股份,外销:67.35%;内销:22.55%;其他业务(地区):10.1%
002635.SZ,安洁科技,境内:54.76%;境外:42.65%;其他业务(地区):2.58%
002636.SZ,金安国纪,内销:95%;境外地区:5%
002637.SZ,赞宇科技,内销:80.86%;外销:19.14%
002638.SZ,*ST勤上,国内:68.05%;国外:31.95%
002639.SZ,雪人股份,境内销售:82.81%;境外销售:15.08%;其他业务(地区):2.11%
002640.SZ,跨境通,国外:79.04%;国内:20.96%
002641.SZ,永高股份,华东:59.44%;华南:14.47%;外销:11.62%;华中:4.27%;西南:3.86%;华北:3.51%;西北:2.16%;东北:0.67%
002642.SZ,荣联科技,南区:42.45%;北区:36.42%;东区:15.13%;西区:6.01%
002643.SZ,万润股份,境外:85.62%;境内:14.38%
002644.SZ,佛慈制药,国内:95.5%;国外:4.5%
002645.SZ,华宏科技,国内销售:90.19%;国外销售:9.21%;其他业务(地区):0.6%
002646.SZ,青青稞酒,青海省内:70.79%;青海省外:26.87%;其他业务(地区):1.61%;国外:0.73%
002647.SZ,仁东控股,内销:100%
002648.SZ,卫星石化,内销:94.86%;外销:5.14%
002649.SZ,博彦科技,国内:60.04%;国外:39.04%;其他业务(地区):0.92%
002650.SZ,ST加加,华中:35.05%;华东:29.06%;西南:18.62%;华南:7.85%;华北:4.89%;西北:3.4%;东北:1.13%
002651.SZ,利君股份,国内:88.02%;其他业务(地区):11.67%;国外片区:0.31%
002652.SZ,扬子新材,国内市场:57.14%;国际市场:42.86%
002653.SZ,海思科,西部:39.43%;南部:19.33%;中部:16.66%;东部:13.66%;北部:10.87%;其他业务(地区):0.04%
002654.SZ,万润科技,境内:93.26%;境外:6.74%
002655.SZ,共达电声,国内:61.99%;国外:38.01%
002656.SZ,ST摩登,国内:50.41%;港澳台及海外:49.59%
002657.SZ,中科金财,华北:71.98%;其他:28.02%
002658.SZ,雪迪龙,华北:27.34%;华东:25.55%;华中:19.08%;西北:8.73%;国外:6.28%;西南:6.09%;华南:4.76%;东北:2.17%
002659.SZ,凯文教育,国内:100%
002660.SZ,茂硕电源,境内:50.43%;境外:49.57%
002661.SZ,克明面业,华中:34.47%;华东:27.4%;其他(地区):20.86%;华南:16.66%;其他业务(地区):0.61%
002662.SZ,京威股份,汽车零部件:100%
002663.SZ,普邦股份,华南:51.21%;华东:14.65%;华北:12.82%;西南:9.55%;华中:6.96%;西北:3.72%;境外:0.93%;东北:0.16%
002664.SZ,长鹰信质,国内销售:86.04%;出口销售:13.96%
002665.SZ,首航高科,国内:84.98%;国外:15.02%
002666.SZ,德联集团,东北:43.26%;华东:23.16%;华中:12.68%;华南:9.76%;华北:7.45%;西南:2.97%;西北:0.48%;港澳台及海外:0.24%
002667.SZ,鞍重股份,华北:31.34%;华东:28.09%;华中:9.57%;西北:9.08%;西南:6.68%;其他业务(地区):6.41%;东北:5.24%;国外(印度):1.83%;华南:1.76%
002668.SZ,奥马电器,国外:77.89%;国内:21.92%;其他业务(地区):0.19%
002669.SZ,康达新材,华东地区:30.31%;华北地区:27.99%;华中地区:10.74%;西南地区:10.5%;华南地区:9.12%;东北地区:4.45%;西北地区:4.09%;其他业务(地区):2.81%
002670.SZ,国盛金控,NaN
002671.SZ,龙泉股份,华中:48.1%;华北:19.51%;西北:12.72%;华南:11.62%;华东:6.29%;东北:1.19%;其他(地区):0.54%;西南:0.04%
002672.SZ,东江环保,广东省外地区:54.99%;广东其它地区:22.75%;深圳:21.62%;境外地区:0.64%
002673.SZ,西部证券,总部及子公司、分公司:79.07%;陕西:17.86%;上海:1.01%;山东:0.7%;江苏:0.38%;广东:0.3%;北京:0.27%;浙江省:0.09%;甘肃:0.08%;广西:0.06%;河南:0.06%;湖北省:0.04%;四川省:0.04%;内蒙古:0.03%;宁夏回族自治区:0.03%;新疆维吾尔自治区:0.02%;湖南省:0.01%;天津:0.01%;青海省:-0.05%
002674.SZ,兴业科技,广东:30.24%;浙江:28.7%;福建:12.51%;国内其他:10.56%;国外:10.31%;四川:5.14%;其他业务(地区):2.53%
002675.SZ,东诚药业,境内:64.68%;境外:35.32%
002676.SZ,顺威股份,国内:80.58%;国外:15.93%;其他业务(地区):3.49%
002677.SZ,浙江美大,内销:100%
002678.SZ,珠江钢琴,内销:90.82%;外销:9.18%
002679.SZ,福建金森,福建省内:95.23%;其他业务(地区):4.77%
002681.SZ,*ST奋达,国内:33.39%;亚洲:27.71%;美洲:26.85%;欧洲:7.29%;其他地区:4.27%;非洲:0.35%;大洋洲:0.13%
002682.SZ,龙洲股份,广东地区:36.98%;京津冀地区:30.27%;福建地区:27.89%;安徽:3.66%;其他地区:0.77%;上海:0.43%
002683.SZ,宏大爆破,东北地区:26.2%;华南地区:23.39%;华北地区:17.71%;西南地区:11.19%;华东地区:8.53%;华中地区:8.09%;西北地区:5.74%;境外地区:-0.85%
002684.SZ,ST猛狮,国内:89.18%;外销:10.82%
002685.SZ,华东重机,国内:98.65%;国外:1.35%
002686.SZ,亿利达,国内:85.95%;国外:14.05%
002687.SZ,乔治白,华东地区:46.37%;西南地区:17.85%;中南地区:12.68%;华北地区:12.32%;西北地区:5.95%;东北地区:3.74%;其他业务(地区):1.1%
002688.SZ,金河生物,国内销售:59.56%;国外销售:40.44%
002689.SZ,远大智能,国外:38.58%;东北地区:15.9%;华东地区:14.66%;西北地区:13.19%;华北地区:12.31%;华南地区:5.35%
002690.SZ,美亚光电,南方:48.9%;北方:30.54%;境外:20.56%
002691.SZ,冀凯股份,国内:90.74%;国外:5.68%;其他业务(地区):3.57%
002692.SZ,ST远程,华东:61.9%;西南:13.82%;中南:10.62%;华北:6.94%;西北:5.93%;东北:0.8%
002693.SZ,双成药业,华东地区:35.82%;华南地区:21.9%;华中地区:17.97%;华北地区:12.29%;西南地区:7.05%;西北地区:3.52%;东北地区:1.45%
002694.SZ,顾地科技,西南:37.2%;华中:24.41%;华南:19.05%;华东:10.36%;西北:8.34%;东北、华北:0.64%
002695.SZ,煌上煌,江西地区:41.68%;其他业务(地区):17.85%;浙江地区:17.23%;广东地区:16.56%;福建地区:6.67%
002696.SZ,百洋股份,国内:58.42%;国外:41.58%
002697.SZ,红旗连锁,成都市区:56.17%;郊县分区:32.71%;其他业务(地区):7.74%;二级市区:3.38%
002698.SZ,博实股份,西北地区:33.66%;华东地区:24.14%;东北地区:15.48%;华北地区:11.97%;境外:4.63%;西南地区:4.24%;华南地区:3.19%;华中地区:2.69%
002699.SZ,美盛文化,外销:60.66%;内销:39.34%
002700.SZ,ST浩源,阿克苏地区:77.62%;上海:12.57%;西北-新疆喀什地区:5.11%;西北-甘肃地区:2.73%;新疆克孜勒苏柯尔克孜自治州阿合奇县:1.81%;其他业务(地区):0.16%
002701.SZ,奥瑞金,华东地区:30.72%;华南地区:25.65%;华中地区:21.56%;华北地区:11.43%;西北地区:4.68%;西南地区:2.2%;东北地区:2.08%;国外:1.66%
002702.SZ,海欣食品,华东地区:39.85%;华北地区:16.24%;华中地区:12.21%;华南地区:9.84%;西南地区:7.82%;东北地区:6.81%;西北地区:5.12%;港澳台:1.93%;境外:0.19%
002703.SZ,浙江世宝,NaN
002705.SZ,新宝股份,国外:79.31%;国内:18.4%;其他业务(地区):2.28%
002706.SZ,良信股份,国内:98.42%;海外区:1.58%
002707.SZ,众信旅游,北京大区:37.92%;华东大区:26.47%;中原大区:10.98%;华中大区:6.39%;东北大区:5.61%;西南大区:5.05%;国外:4.65%;华南大区:2.49%;其他业务(地区):0.44%
002708.SZ,光洋股份,内销:92.66%;外销:7.34%
002709.SZ,天赐材料,境内:89.91%;境外:10.09%
002711.SZ,*ST欧浦,中南区:72.76%;华东区:26.89%;华北区:0.25%;东北:0.09%;西南区:0.02%
002712.SZ,思美传媒,国内媒介:100%
002713.SZ,东易日盛,华北:36.73%;华东:35.47%;华中:9.47%;华南:6.64%;西北:4.82%;西南:4.35%;东北:2.53%
002714.SZ,牧原股份,中国大陆:99.85%;其他业务(地区):0.15%
002715.SZ,登云股份,国外:55.24%;国内:44.32%;其他业务(地区):0.44%
002716.SZ,*ST金贵,国内:95.69%;国外:4.31%
002717.SZ,岭南股份,华东:36.85%;华南:31.13%;华西:15.63%;华中:11.7%;华北:4.49%;国外:0.21%
002718.SZ,友邦吊顶,华南:29.94%;华东:23.31%;华北:13.73%;西南:12.39%;华中:10.87%;东北:5.1%;西北:4.12%;其他业务(地区):0.54%
002719.SZ,*ST麦趣,疆外(浙江):41.94%;乌昌地区:35.8%;南疆:12.89%;北疆:4.58%;其他地区:2.47%;疆外(北京):2.33%
002721.SZ,金一文化,华东:40.76%;华南:34.44%;华北:7.81%;华中:7.57%;东北:4.98%;西南:2.39%;其他业务(地区):1.59%;西北:0.44%;境外:0.03%
002722.SZ,金轮股份,内销:96.31%;外销:3.69%
002723.SZ,金莱特,国外:65.73%;国内:28.68%;其他业务(地区):5.6%
002724.SZ,海洋王,境内:95.86%;境外:4.14%
002725.SZ,跃岭股份,外销:83.93%;内销:15.61%;其他业务(地区):0.46%
002726.SZ,龙大肉食,华东其他:45.65%;山东:32.8%;华中:8.85%;华北:5.12%;华南:2.45%;西南:2.43%;东北:1.71%;西北:0.99%
002727.SZ,一心堂,西南:82.97%;华南:9.79%;华北:4.44%;其他业务(地区):2.4%;华中地区:0.25%;国外:0.08%;华东:0.07%
002728.SZ,特一药业,华南:37.8%;华东:18.9%;西南:10.74%;东北:10.18%;华北:9.06%;华中:8.41%;西北:4.8%;国外:0.11%
002729.SZ,好利来,国内销售:82.08%;国外:17.92%
002730.SZ,电光科技,国内:100%
002731.SZ,萃华珠宝,东北地区:25.42%;华南地区:22.29%;华中地区:21.85%;华北地区:10.54%;华东地区:10.16%;西南地区:4.98%;其他业务(地区):3.34%;西北地区:1.42%
