证券代码,证券简称,营收区域结构
300426.SZ,唐德影视,NaN
300427.SZ,红相股份,华北:23.84%;华东:23.84%;西北:18.69%;西南:14.64%;华中:8.4%;华南:7.44%;其他业务(地区):1.33%;东北:1.23%;海外:0.59%
300428.SZ,四通新材,国外:54.78%;国内:43.58%;其他业务(地区):1.64%
300429.SZ,强力新材,境内:56.44%;境外:42.52%;其他业务(地区):1.04%
300430.SZ,诚益通,中国大陆:98.05%;国外:1.95%
300432.SZ,富临精工,境内:88.05%;境外:11.95%
300433.SZ,蓝思科技,外销:65.6%;内销:34.4%
300434.SZ,金石亚药,华东:47.85%;西南:11.3%;华北:11.27%;华中:9.41%;西北:7.81%;东北:5.74%;华南:3.74%;海外:2.88%
300435.SZ,中泰股份,境内:90.53%;境外:8.67%;其他业务(地区):0.8%
300436.SZ,广生堂,东区:38.87%;北区:32.27%;西北区:11.88%;南区:11.7%;西南区:5.25%;其他业务(地区):0.02%
300437.SZ,清水源,国内:82.89%;国外:17.11%
300438.SZ,鹏辉能源,国内:87.47%;港澳台及海外:12.53%
300439.SZ,美康生物,华东:51.52%;华中:17.33%;西南:9.48%;华北:9.11%;西北:5.58%;华南:5.28%;东北:1.47%;国外:0.23%
300440.SZ,运达科技,华北:31.19%;西南:21.22%;东北:19.4%;华东:13.01%;华南:8.29%;西北:3.84%;华中:3.04%
300441.SZ,鲍斯股份,华东:64.82%;华南:14%;华北:5.81%;国外:5.12%;华中:3.9%;西南:3.84%;东北:1.33%;西北:1.19%
300442.SZ,普丽盛,国内:84.98%;国外:15.02%
300443.SZ,金雷股份,境外:54.23%;境内:34.5%;其他业务(地区):11.27%
300444.SZ,双杰电气,华东区:30.18%;华南区:23.68%;华北区:23.36%;华中区:10.89%;西南地区:3.76%;东北区:3.25%;西北区:2.9%;国外:1.97%
300445.SZ,康斯特,中国大陆:59.29%;海外地区:39.42%;其他业务(地区):1.29%
300446.SZ,ST乐凯,国内:96.09%;国外:3.91%
300447.SZ,全信股份,华东:41.01%;西南:24.69%;华北:13.83%;东北:10.94%;华中:5.21%;西北:3%;华南:1.32%
300448.SZ,浩云科技,华南:45.79%;西南:14.87%;华中:9.85%;西北:9.18%;华北:8.21%;华东:8.08%;东北:4.02%
300449.SZ,汉邦高科,国内:99.79%;国外:0.21%
300450.SZ,先导智能,华东地区:64.5%;华中地区:11.31%;华南地区:8.68%;国外:6.33%;西北地区:3.86%;华北地区:3.65%;西南地区:1.35%;东北地区:0.32%
300451.SZ,创业慧康,华东地区:51.41%;华北地区:14.58%;华南地区:13.82%;其他地区:7.93%;华中地区:7.14%;西北:5.12%
300452.SZ,山河药辅,内销:89.63%;外销:8.87%;其他业务(地区):1.5%
300453.SZ,三鑫医疗,中国大陆:84.51%;国外:15.49%
300454.SZ,深信服,华东地区:34.45%;华北地区:18.92%;华南地区:18.18%;西南地区:8.7%;华中地区:7.7%;西北地区:6.44%;海外:2.82%;东北地区:2.79%
300455.SZ,康拓红外,华北地区:62.5%;华东地区:12.26%;西北地区:9.07%;华南地区:6.21%;华中地区:5.47%;东北地区:2.74%;西南地区:1.74%
300456.SZ,赛微电子,北美:47.11%;欧洲:20.28%;华北:13.01%;华东:9.11%;境内其他:3.37%;亚洲、中东及大洋洲:2.71%;华南:2.6%;西北:1.81%
300457.SZ,赢合科技,华东地区:66.61%;华南地区:19.25%;国内其他:6.54%;西北地区:5.36%;西南地区:2.24%
300458.SZ,全志科技,境外:62.53%;内销:37.47%
300459.SZ,金科文化,境外:65.57%;境内:34.43%
300460.SZ,惠伦晶体,中国大陆:50.51%;台湾:21.53%;韩国:15.79%;中国香港:10.28%;新加坡:1.45%;巴西:0.29%;美国:0.12%;越南:0.03%
300461.SZ,田中精机,国内:96.35%;国外:3.65%
300462.SZ,华铭智能,境内:98.06%;境外:1.94%
300463.SZ,迈克生物,西南区:44.77%;华北区:17.45%;华东区:11.82%;东北区:10.59%;华中区:6.18%;华南区:4.97%;西北区:3.99%;国外:0.22%
300464.SZ,星徽精密,国外:79.26%;国内销售:20.74%
300465.SZ,高伟达,华北:51.16%;华东:21.84%;华南:14.53%;西南:5.96%;华中:3.5%;东北:1.14%;西北:0.98%;其他地区:0.45%;其他国家:0.44%
300466.SZ,赛摩智能,华东:53.24%;华北:17.86%;西南西北:10.72%;华中:7.2%;东北:5.16%;华南:3.35%;出口:1.49%;其他业务(地区):0.98%
300467.SZ,迅游科技,境内:74.3%;境外:25.7%
300468.SZ,四方精创,境外:60.64%;境内:39.36%
300469.SZ,信息发展,华东:60.77%;华南:18.51%;华北:14.86%;西南:5.85%
300470.SZ,中密控股,东北:24.7%;华东:22.81%;华北:19.69%;西北:9.53%;华南:6.9%;西南:6.33%;国外:5.49%;华中:4.54%
300471.SZ,厚普股份,国内:99.24%;国外:0.76%
300472.SZ,新元科技,国内销售:93.6%;国外销售:5.57%;其他业务(地区):0.83%
300473.SZ,德尔股份,境外:69.26%;境内:30.74%
300474.SZ,景嘉微,国内:100%
300475.SZ,聚隆科技,国内:100%
300476.SZ,胜宏科技,国外:53.65%;国内:40.46%;其他业务(地区):5.89%
300477.SZ,合纵科技,中国大陆:96.5%;国外地区:3.5%
300478.SZ,杭州高新,境内:100%
300479.SZ,神思电子,华东区:47.78%;华北区:16.2%;华南区:9.18%;华中区:8.57%;西南区:6.71%;西北区:6.05%;东北区:5.51%
300480.SZ,光力科技,华中地区:42.09%;华东地区:16.3%;海外地区:14.7%;华北地区:13.34%;西南地区:5.5%;东北地区:4.73%;其他业务(地区):2.86%;西北地区:0.3%;华南地区:0.18%
300481.SZ,濮阳惠成,境内:66.61%;境外:33.39%
300482.SZ,万孚生物,西南:17.84%;华南:14.84%;华中:13.95%;美洲:12.38%;西北:10.18%;华东:9.72%;华北:7.65%;东北:5.01%;亚洲:4.07%;欧洲:2.94%;非洲:1.1%;其他业务(地区):0.32%
300483.SZ,沃施股份,内销:82.75%;国外:17.25%
300484.SZ,蓝海华腾,华东地区:46.91%;华南地区:27.24%;其他业务(地区):25.24%;华中地区:12.48%;华北地区:7.23%;西南地区:3.44%;西北地区:1.38%;东北地区:0.7%;外销:0.62%
300485.SZ,赛升药业,华中:21.9%;华东:21.69%;东北:17.68%;华北:15.67%;华南:10.34%;西南:9.3%;西北:3.42%
300486.SZ,东杰智能,境内:80.97%;国外:19.03%
300487.SZ,蓝晓科技,境内:87.56%;境外:12.11%;其他业务(地区):0.33%
300488.SZ,恒锋工具,国内:84.95%;国外:13.14%;其他业务(地区):1.91%
300489.SZ,中飞股份,东北:32.51%;华北:28.76%;华东:21.66%;西北:11.16%;西南:4.28%;华中:1.14%;华南:0.48%
300490.SZ,华自科技,华东地区:36.63%;华中地区:23.42%;华南地区:11.05%;西南地区:9.91%;西北地区:7.26%;海外:5.67%;华北地区:3.12%;东北地区:2.93%
300491.SZ,通合科技,华东:32.74%;北方:32.15%;西部:19.54%;华南:12.93%;外贸:2.64%
300492.SZ,华图山鼎,西南:65.17%;西北:9.36%;华东:9.03%;华北及东北:8.43%;其他:8%
300493.SZ,润欣科技,大陆地区:75.06%;港澳台及海外:24.94%
300494.SZ,盛天网络,境内:77.89%;境外:22.11%
300495.SZ,美尚生态,西南:42.12%;华东:31.38%;华北:21.86%;华中:2.81%;西北:1.74%;东北:0.07%;华南:0.03%
300496.SZ,中科创达,中国:44.46%;欧美:27.81%;日本:18.2%;其他国家或地区:9.52%
300497.SZ,富祥药业,国内:59.68%;国外:40.32%
300498.SZ,温氏股份,华南区域:41.87%;华东区域:23.33%;西南区域:14.98%;华中区域:12.34%;华北区域:3.93%;西北区域:1.81%;东北区域:1.7%;其他业务(地区):0.03%
300499.SZ,高澜股份,境内:98.93%;国外:1.07%
300500.SZ,启迪设计,江苏省外:58.37%;江苏省内:41.63%
300501.SZ,海顺新材,国内:90.03%;国外:9.97%
300502.SZ,新易盛,国内:57.43%;国外:42.57%
300503.SZ,昊志机电,华南地区:65.08%;华东地区:24.72%;华中地区:4.15%;海外市场:3.43%;西南地区:1.93%;华北地区:0.4%;西北地区:0.19%;东北地区:0.1%
300504.SZ,天邑股份,国内:97.48%;国外:2.31%;其他业务(地区):0.21%
300505.SZ,川金诺,国际:33.6%;华东地区:21.27%;西南地区:17.7%;华南地区:10.62%;华中地区:5.8%;东北地区:5%;华北地区:4.38%;西北地区:1.61%
300506.SZ,名家汇,华东:66.06%;东北:10.11%;华中:7.59%;华南:5.74%;华北:4.22%;西南:3.76%;西北:2.51%
300507.SZ,苏奥传感,中国大陆:96.64%;出口:3.36%
300508.SZ,维宏股份,珠三角地区:41.47%;环渤海地区:34.07%;长三角地区:22.88%;国外:1.59%
300509.SZ,新美星,境外地区:39.93%;境内地区:39.02%;其他业务(地区):21.05%
300510.SZ,金冠股份,华东地区:50.12%;华北地区:18.4%;东北地区:13.96%;华中地区:8.99%;华南地区:4.71%;西北地区:2.82%;西南地区:0.9%;港澳台及海外:0.11%
300511.SZ,雪榕生物,中国大陆:98.88%;其他业务(地区):0.95%;出口境外:0.17%
300512.SZ,中亚股份,内销:89.39%;国外:10.37%;其他业务(地区):0.24%
300513.SZ,恒实科技,东北:35.48%;华北:27.31%;华东:16.98%;华中:6.66%;西北:5.51%;华南:4.55%;西南:3.52%
300514.SZ,友讯达,华东:35.5%;华北:18.62%;西北:13.96%;华中:12.77%;华南:10.05%;西南:6.64%;东北:2.23%;海外:0.22%
300515.SZ,三德科技,国内:98.05%;外销:1.95%
300516.SZ,久之洋,国内:99.69%;其他业务(地区):0.31%
300517.SZ,海波重科,华东地区:40.09%;华北地区:24.16%;华中:20.67%;西南地区:14.79%;东北:0.25%;西北:0.04%
300518.SZ,盛讯达,国内:56.32%;海外:43.68%
300519.SZ,新光药业,浙江省内:89.28%;浙江省外:10.72%
300520.SZ,科大国创,中国大陆地区:94.58%;港澳台及海外:5.42%
300521.SZ,爱司凯,境外:36.55%;华东地区:24.27%;华南地区:12.14%;华中地区:10.72%;华北地区:8.21%;西南地区:3.04%;西北地区:2.63%;东北地区:2.43%
300522.SZ,世名科技,华北区:35.05%;华东区:33.97%;华中区:10.9%;华南区:9.82%;西南区:6.19%;东北区:3.83%;外销:0.24%
300523.SZ,辰安科技,华东:39.72%;海外:31.58%;中部:11.76%;华南:7.59%;华北:5.4%;中国澳门:1.28%;西南:1.16%;东北:1%;西北:0.32%;其他业务(地区):0.18%
300525.SZ,博思软件,东北地区:27.42%;华东地区:22.44%;华北地区:14.86%;西南地区:12.92%;中南地区:11.4%;西北地区:10.96%
300526.SZ,中潜股份,国外:53.03%;国内:46.97%
300527.SZ,中船应急,境内:76.13%;其他业务(地区):13.45%;境外:10.41%
300528.SZ,幸福蓝海,国内销售:92.45%;其他业务(地区):7.55%
300529.SZ,健帆生物,境内:98.72%;境外:1.28%
300530.SZ,达志科技,华南地区:55.17%;华东地区:41.37%;华中地区:2.55%;境内其他:0.51%;境外:0.38%;其他业务(地区):0.01%
300531.SZ,优博讯,华东:34.29%;境外:33.21%;华南:18.94%;境内其他地区:13.57%
300532.SZ,今天国际,华东:45.09%;西北:19%;华南:14.55%;华中:11.25%;华北:5.61%;西南:3.95%;东北:0.55%;国外:0.01%
300533.SZ,冰川网络,境内:93.51%;境外:6.49%
300534.SZ,陇神戎发,国内销售:95.58%;其他业务(地区):4.05%;国外销售:0.36%
300535.SZ,达威股份,华东地区:49.79%;华北地区:12.95%;华南地区:12.53%;华中地区:11.15%;西南地区:9.74%;境外:2.02%;东北地区:1.03%;其他业务(地区):0.63%;西北地区:0.16%
300536.SZ,农尚环境,华中:88.94%;华南:9.66%;其他:1.4%
300537.SZ,广信材料,国内:99.47%;国外:0.53%
300538.SZ,同益股份,华南:62.39%;华东:21.12%;其他:10.75%;港澳台及海外:5.74%
300539.SZ,横河模具,国内销售:63.32%;国外销售:36.68%
300540.SZ,深冷股份,境内:99.95%;外销:0.05%
300541.SZ,先进数通,华北:65.63%;华东:12.13%;西南:8.41%;东北:4.69%;华南:4.41%;华中:2.32%;西北:2.05%;境外:0.35%
300542.SZ,新晨科技,华北:81.16%;华东:15.45%;其他地区:3.39%
300543.SZ,朗科智能,国外:50.32%;国内:49.68%
300545.SZ,联得装备,华南地区:29.13%;华东地区:26.54%;华西地区:15.87%;华北地区:15.65%;华中地区:11.83%;境外地区:0.98%
300546.SZ,雄帝科技,国内销售:80.15%;国外销售:19.85%
300547.SZ,川环科技,华东:41.37%;西南:22.21%;华南:19.69%;国外:4.31%;华北:4.15%;东北:3.91%;华中:3.65%;其他业务(地区):0.7%
300548.SZ,博创科技,国内:86.42%;国外:13.58%
300549.SZ,优德精密,华东:36.05%;华南:27%;华北:11.12%;欧洲:7.7%;其他:5.94%;华中:4.38%;西南:4.2%;亚洲:1.6%;北美:0.95%;其他业务(地区):0.93%;国外其他:0.12%
300550.SZ,和仁科技,华东:46.58%;西北:23.48%;华北:10.7%;华中:10.24%;其他地区:9%
300551.SZ,古鳌科技,国内:98.83%;国外:1.17%
300552.SZ,万集科技,华北:28.39%;华东:19.12%;华南:15.99%;西南:11.6%;东北:9.58%;西北:7.9%;华中:7.41%
300553.SZ,集智股份,华东地区:47.04%;华南地区:19.79%;其他地区:12.23%;其他业务(地区):11.42%;国外销售:9.52%
300554.SZ,三超新材,国内:99.27%;国外:0.73%
300555.SZ,路通视信,华东:56.65%;西南:10.83%;华中:10.53%;东北:9.37%;华南:5.38%;华北:4.13%;其他地区:1.15%;国外:1.12%;西北:0.84%
300556.SZ,丝路视觉,华南地区:60.91%;华东地区:19.51%;华北地区:10.3%;西南地区:3.94%;华中地区:2.86%;境外:2.4%;其他业务(地区):0.08%
300557.SZ,理工光科,华中:46.49%;西南:23.22%;西北:14.13%;华北:6.95%;华东:3.53%;东北:2.87%;华南:2.81%
300558.SZ,贝达药业,国内:100%
300559.SZ,佳发教育,西南地区:41.18%;华东地区:26.76%;华北地区:12.35%;华中地区:8.2%;东北地区:5.82%;西北地区:3.64%;华南地区:2.05%
300560.SZ,中富通,国内:97.26%;国外:2.74%
300561.SZ,汇金科技,华南:24.39%;华北:20.5%;西南:18.75%;华东:14.21%;华中:13.12%;东北:4.67%;西北:4.36%
300562.SZ,乐心医疗,外销:71.14%;国内销售:28.3%;其他业务(地区):0.55%
300563.SZ,神宇股份,中国大陆:87.96%;国外:12.04%
300564.SZ,筑博设计,华南地区:52.67%;西南地区:18.88%;华东地区:8.78%;华中地区:7.31%;西北地区:6.43%;华北地区:3.91%;东北地区:1.86%;海外地区:0.16%
300565.SZ,科信技术,海外地区:28.18%;西南地区:21.18%;华南地区:16.03%;华东地区:13.62%;华中地区:8.67%;华北地区:6.62%;东北地区:4.25%;西北地区:1.45%
300566.SZ,激智科技,内销:72.15%;外销:27.06%;其他业务(地区):0.79%
300567.SZ,精测电子,华东:35.72%;华中:30.06%;西南:18.18%;华南:9.08%;华北:3.87%;港澳台:1.6%;西北:1%;国外地区:0.5%
300568.SZ,星源材质,外销:38.75%;华东:23.64%;华中:16.57%;华南:13.63%;华北:6.42%;西北:0.77%;东北:0.17%;西南:0.06%
300569.SZ,天能重工,华东:33.47%;华中:21.2%;华北:19.3%;西北:13.57%;东北:6.56%;西南:3.13%;华南地区:2.78%
300570.SZ,太辰光,境外:91.14%;境内:8.86%
300571.SZ,平治信息,西南地区:39.42%;华南地区:24.37%;华东地区:19.16%;华北地区:14.45%;华中地区:1.67%;西北地区:0.79%;东北地区:0.15%
300572.SZ,安车检测,华东地区:30.35%;华中地区:20.37%;西南地区:13.17%;华北地区:12.63%;东北地区:11.18%;华南地区:8.15%;西北地区:4.13%;其他业务(地区):0.01%
300573.SZ,兴齐眼药,华东地区:28.21%;华中地区:17.6%;华北地区:15.92%;东北地区:14.48%;华南地区:8.2%;西南地区:8.09%;西北地区:7.5%
300575.SZ,中旗股份,境内:55.6%;境外:44.4%
300576.SZ,容大感光,华南:54.02%;华东:20.87%;华中地区:15.53%;西部地区:6.14%;东北地区:2.45%;境外:0.68%;其他业务(地区):0.47%;华北地区:0.3%
300577.SZ,开润股份,国内:60.84%;国外:39.16%
300578.SZ,会畅通讯,华北:34.65%;华东:29.19%;华南:12.53%;国外:10.93%;西南:4.71%;西北:3.88%;东北:2.79%;华中:0.93%;其他地区:0.39%
300579.SZ,数字认证,华北地区:73%;其他地区:27%
300580.SZ,贝斯特,境内:58.63%;境外:41.37%
300581.SZ,晨曦航空,东北:34.08%;西北:33.19%;华北:18.31%;华东:10.5%;华南:3.93%
300582.SZ,英飞特,内销:54.47%;北美区:21.68%;亚太区:10.17%;欧洲区:7.31%;南美区:6.28%;非洲:0.08%
300583.SZ,赛托生物,国内:96.63%;国外:3.37%
300584.SZ,海辰药业,华东地区:44.87%;华北地区:13.98%;华中地区:11.07%;西南地区:10.48%;东北地区:9.08%;华南地区:6.2%;西北地区:4.24%;其他业务(地区):0.08%
300585.SZ,奥联电子,华东:49.55%;东北:16.31%;华中:15.74%;华南:7.88%;华北:5.56%;西南:3.87%;西北:1.08%
300586.SZ,美联新材,国内其他:35.29%;华东:26.54%;华南:23.73%;出口:14.44%
300587.SZ,天铁股份,内销:99.96%;外销:0.04%
300588.SZ,熙菱信息,其他地区:56.24%;新疆:43.76%
300589.SZ,江龙船艇,华南地区:30.31%;华东地区:27.29%;中国境外:16.05%;其他地区:10.43%;华北地区:9.89%;中国港澳台:3.39%;其他业务(地区):2.64%
300590.SZ,移为通信,中国境外:92.09%;境内:7.91%
300591.SZ,万里马,华北地区:36.65%;华南地区:31.09%;华东地区:11.6%;西北地区:6.02%;东北地区:5.3%;华中地区:3.85%;西南地区:3.41%;台港澳地区:2.05%;海外地区:0.03%
300592.SZ,华凯创意,华东地区:46.48%;华中地区:42.67%;华北地区:5.55%;其他地区:5.31%
300593.SZ,新雷能,国内业务:78.8%;出口业务:21.2%
300594.SZ,朗进科技,华东:33.3%;东北:27.15%;西南:22.36%;港澳台及海外:5.63%;华中:4.87%;华南:2.97%;华北:2.95%;西北:0.46%;其他业务(地区):0.32%
300595.SZ,欧普康视,华东地区:60.94%;华中地区:11.78%;西南地区:6.95%;西北地区:6.38%;华南地区:5.47%;华北地区:5.32%;东北地区:3.15%
300596.SZ,利安隆,国内市场:56.15%;国际市场:43.48%;其他业务(地区):0.38%
300597.SZ,吉大通信,东北地区:60.7%;华北地区:21.02%;海外地区:8.87%;西北地区:4.58%;其他地区:4.35%;其他业务(地区):0.49%
300598.SZ,诚迈科技,境内销售:80.53%;境外销售:19.47%
300599.SZ,雄塑科技,华南:76.55%;华中:14.28%;西南:4.26%;东北及华北:3.45%;境外:0.69%;其他业务(地区):0.38%;西北:0.31%;华东:0.08%
300600.SZ,国瑞科技,华东:60.44%;华中:13.99%;东北:8.26%
300601.SZ,康泰生物,华东:24.81%;华中:22.63%;西南:19.92%;华南:13.83%;华北:9.41%;西北:5.08%;东北:4.24%;其他业务(地区):0.05%;出口:0.03%
300602.SZ,飞荣达,国内销售:79.78%;国外销售:18.83%;其他业务(地区):1.4%
300603.SZ,立昂技术,中国大陆:100%
300604.SZ,长川科技,华东:42.88%;港澳台及海外:35.39%;西北:11.31%;华南:5.73%;西南:4.39%;华北地区:0.31%
300605.SZ,恒锋信息,其他(地区):60.79%;福建省:39.21%
300606.SZ,金太阳,国内销售:89.39%;出口:10.61%
300607.SZ,拓斯达,华南地区:45.02%;华东地区:33.42%;国外:10.56%;华北地区:4.44%;华中地区:3.58%;西南地区:1.52%;东北地区:1.26%;西北地区:0.19%
300608.SZ,思特奇,华东地区:28.1%;华北地区:26.77%;西南地区:16.69%;东北地区:13.64%;华南地区:5.23%;境外:3.75%;华中地区:3.68%;西北地区:2.15%
300609.SZ,汇纳科技,华东:36.15%;华北:15.78%;华南:12.95%;华中:12.05%;西南:9.73%;西北:6.58%;东北:6.42%;海外:0.34%
300610.SZ,晨化股份,国内:89.15%;国外:10.85%
300611.SZ,美力科技,内销:93.61%;外销:6.39%
300612.SZ,宣亚国际,境内:99.18%;境外:0.82%
300613.SZ,富瀚微,境内销售:74.87%;境外销售:25.13%
300615.SZ,欣天科技,国外:50.31%;国内:49.25%;其他业务(地区):0.43%
300616.SZ,尚品宅配,华南区域:27.36%;华东区域:26.89%;华中区域:15.73%;华北区域:13.89%;西南区域:9.01%;西北区域:4.07%;东北区域:1.41%;其他业务(地区):1.4%;国外:0.24%
300617.SZ,安靠智电,华东:37.54%;华南:20.16%;华中:15.48%;华北:10.94%;西南:7.53%;西北:4.45%;东北:2.78%;国外:1.12%
300618.SZ,寒锐钴业,NaN
300619.SZ,金银河,华东地区:45.86%;华南地区:39.06%;华中地区:6.83%;华北地区:3.98%;国外:3.17%;西南地区:0.7%;西北地区:0.4%
300620.SZ,光库科技,国内:58.03%;国外:41.97%
300621.SZ,维业股份,华南地区:44.19%;华东地区:22.95%;华北地区:10.38%;华中地区:9.52%;西北地区:6.47%;西南地区:6.25%;其他业务(地区):0.2%;东北地区:0.04%
300622.SZ,博士眼镜,华南地区:59.13%;华东地区:25.9%;西南地区:12.75%;华北地区:0.94%;东北地区:0.91%;其他业务(地区):0.37%
300623.SZ,捷捷微电,内销收入:87.02%;港澳台及海外:10.74%;其他业务(地区):2.24%
300624.SZ,万兴科技,境外:90.39%;境内(含港澳台地区):9.61%
300625.SZ,三雄极光,国内市场:99.34%;国外地区:0.66%
300626.SZ,华瑞股份,华东地区:46.31%;其他业务(地区):20.08%;海外地区:17.87%;华南地区:8.89%;华中地区:4.91%;东北地区:1.04%;西南地区:0.54%;华北地区:0.36%
300627.SZ,华测导航,境内:84.36%;境外:15.64%
300628.SZ,亿联网络,港澳台及海外:80.25%;其他地区:19.75%
300629.SZ,新劲刚,外销:48.47%;华北:12.37%;西南:11.91%;华南:9.85%;华中:6.77%;华东:6.6%;东北:2.9%;西北:1.12%
300630.SZ,普利制药,华东:40.3%;华南:14.54%;华中:11.42%;华北:9.8%;国外:9.09%;西南:7.3%;东北:4.09%;西北:3.46%
300631.SZ,久吾高科,中国大陆:96.63%;境外:3.37%
300632.SZ,光莆股份,国外:66.7%;境内:31.07%;其他业务(地区):2.24%
300633.SZ,开立医疗,国外:52.89%;国内:47.11%
300634.SZ,彩讯股份,华南:56.7%;华北:19.61%;华东:12.18%;西南:5.92%;华中:4.45%;西北:0.68%;东北:0.46%
300635.SZ,中达安,华南地区:50.73%;华东地区:24.21%;华中地区:8.27%;西南地区:5.25%;华北地区:4.99%;西北地区:4.79%;东北地区:1.76%
300636.SZ,同和药业,出口:92.51%;内销:7.49%
300637.SZ,扬帆新材,境内销售:66.15%;境外销售:33.04%;其他业务(地区):0.81%
300638.SZ,广和通,境外:60.52%;华南:19.97%;华东:18.07%;华北:1.17%;其他(地区):0.27%
300639.SZ,凯普生物,境内:96.31%;境外:3.69%
300640.SZ,德艺文创,欧洲:59.18%;美洲:17.35%;大洋洲:10.9%;亚洲:9.39%;非洲:1.94%;国内:1.08%;其他业务(地区):0.16%
300641.SZ,正丹股份,国内销售:80.7%;国外销售:19.3%
300642.SZ,透景生命,华东:46.17%;华南:16.46%;西南:12.62%;华北:10.74%;华中:6.41%;东北:4.58%;西北:3.02%
300643.SZ,万通智控,境外:71.81%;境内:28.19%
300644.SZ,南京聚隆,华东区:43.14%;华北区:18.34%;华南区:13.73%;华中区:7.94%;国外:7.71%;西南区:7.57%;东北区:1.14%;西北区:0.27%;其他业务(地区):0.15%
300645.SZ,正元智慧,华东地区:70.94%;西北地区:8.68%;华南地区:7.4%;华中地区:3.97%;西南地区:3.81%;华北地区:3.63%;东北地区:1.56%
300647.SZ,超频三,境内:87.43%;境外:12.57%
300648.SZ,星云股份,华东:67.79%;华南:17.89%;其他(地区):11.7%;外销:2.36%;其他业务(地区):0.26%
300649.SZ,杭州园林,华东:84.83%;华中:5.23%;西南:3.26%;华北:3.05%;华南:2.22%;西北:1.37%;东北:0.03%
300650.SZ,太龙照明,内销:92.9%;外销:6.69%;其他业务(地区):0.4%
300651.SZ,金陵体育,国内:97.72%;国外:2.28%
300652.SZ,雷迪克,境内:68.51%;境外:31.49%
300653.SZ,正海生物,华东:41.62%;华北:13.3%;华南:13.27%;西南:13.25%;华中:9.65%;西北:4.93%;东北:3.97%
300654.SZ,世纪天鸿,国内:100%
300655.SZ,晶瑞股份,中国大陆:96.73%;境外地区:3.27%
300656.SZ,民德电子,国内:58.71%;国外:41.29%
300657.SZ,弘信电子,内销:82.23%;外销:16.12%;其他业务(地区):1.66%
300658.SZ,延江股份,外销:64.53%;内销:35.47%
300659.SZ,中孚信息,华东:47.46%;华北:16.74%;西南:10.98%;东北:7.94%;华南:6.18%;西北:5.95%;华中:4.75%
300660.SZ,江苏雷利,境内:53.29%;境外:46.71%
300661.SZ,圣邦股份,中国大陆:51.29%;港澳台及海外:47.61%;其他地区:1.1%
300662.SZ,科锐国际,国内:64.03%;港澳台及海外:35.97%
300663.SZ,科蓝软件,华东地区:38.35%;华北地区:22.03%;华中地区:10.6%;华南地区:10.39%;西南地区:6.99%;东北地区:4.93%;西北地区:3.93%;港澳台及海外:2.78%
300664.SZ,鹏鹞环保,华东地区:49.59%;华中地区:30.28%;西南地区:7.79%;东北地区:5.1%;华北地区:4.15%;华南地区:2.27%;西北地区:0.8%;国外地区:0.03%
300665.SZ,飞鹿股份,华中地区:29.94%;华南地区:28.32%;华东地区:19.97%;其他地区:8.77%;华北地区:7.13%;西南地区:5.87%
300666.SZ,江丰电子,外销:71.55%;内销:28.45%
300667.SZ,必创科技,华北:38.81%;华东:23.3%;西北:12.69%;国外:9.24%;华南:6.57%;华中:5.53%;西南:2.71%;东北:1.14%
300668.SZ,杰恩设计,华南:33.4%;华东:22.46%;西南:19.24%;华北:13.27%;华中:6.81%;西北:2.35%;东北:1.86%;境外:0.61%
300669.SZ,沪宁股份,华东地区:60.37%;华南地区:19.06%;西南地区:11.08%;境内其他地区:9.29%;其他业务(地区):0.21%
300670.SZ,大烨智能,江苏:32.23%;山东:16.71%;上海:11.54%;北京:9.12%;浙江:4.46%;河北:4.39%;河南:4.35%;湖南:3.43%;陕西:2.88%;天津:2.64%;安徽:2.16%;江西:2.01%;四川:1.89%;辽宁:1.25%;湖北:0.5%;广东:0.22%;福建:0.17%;山西:0.05%
300671.SZ,富满电子,华南地区:87.55%;华东地区:10.77%;华中地区:0.85%;华北地区:0.82%;东北地区:0.02%
300672.SZ,国科微,广东:45.72%;港澳台及海外:18.57%;江苏:14.76%;湖南:8.2%;浙江:4.21%;天津:2.36%;山东:2.07%;湖北:1.44%;四川:1.4%;北京:0.69%;福建:0.25%;辽宁:0.15%;山西:0.15%;海南:0.04%
300673.SZ,佩蒂股份,国外:85.96%;国内:14.04%
300674.SZ,宇信科技,华北:48.29%;华东:20.69%;华南:14.48%;华中:8.88%;东北:2.93%;西南:2.91%;西北:1.77%;国外:0.03%
300675.SZ,建科院,华南地区:69.84%;华北地区:19.89%;华东地区:3.99%;华中地区:3.3%;西北地区:1.88%;西南地区:1.09%
300676.SZ,华大基因,中国区:83.43%;港澳台及海外:16.57%
300677.SZ,英科医疗,境外:94.55%;境内:5.45%
300678.SZ,中科信息,西南:51.8%;西北:13.56%;华中:11.41%;华东:9.77%;华北:8.96%;华南:3.7%;东北:0.81%
300679.SZ,电连技术,国内:80.29%;国外:18.72%;其他业务(地区):0.99%
300680.SZ,隆盛科技,境内:96.82%;境外:3.18%
300681.SZ,英搏尔,华东地区:65.85%;华南区:20.86%;华北地区:4.92%;华中地区:4.81%;其它地区:1.77%;国外:1.29%;西南区:0.43%;西北及其他地区:0.08%
300682.SZ,朗新科技,华东地区:31.52%;华北地区:21.08%;华南地区:18.34%;华中地区:10.66%;西北地区:8.19%;西南地区:6.37%;东北地区:3.84%
300683.SZ,海特生物,国内:100%
